title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
"Renovated, Spacious Mini Flat On The Upper Floor",1800000.0,1.0,1.0,2.0,Ogudu Road Ogudu,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
Distress 10 Bedroom Mansion With Bq+1500sqm,950000000.0,10.0,10.0,10.0,Zarthet Wuye,0,0,1,1,0,0,0,0,1,0,0,1,Other
Newly Built And Spacious Mini Flat,2000000.0,1.0,1.0,2.0,Off Market Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Newly Built, Spacious And Standard Miniflat",1300000.0,1.0,1.0,2.0,Ilasa Mushin,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Relatively New 3 Bedroom Flat Upstairs,3500000.0,3.0,3.0,4.0,Ogudu Orike Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive, Very Decent, Standard And Nice (2) Bedrooms",3000000.0,2.0,2.0,3.0,Off Pedro Road Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Very Decent And Spacious Mini Flat With 2tb Pop,2000000.0,1.0,2.0,2.0,Morocco Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive,decent,standard And Nice Newly Built Miniflat",2000000.0,1.0,2.0,2.0,Off Pedro Road Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Newly Built, Spacious And Standard Miniflat",2000000.0,1.0,1.0,2.0,Off Shyllon Ilupeju,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Mini Flat,2500000.0,1.0,1.0,1.0,Off Epe Close Oregun Ikeja,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,2.0,2.0,Off Shipeolu Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
A Very Sharp 2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Obawole Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Units Of 2 Bedroom Flats And 1 Unit Of 3 Bedroom,10500000.0,,,,Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Prime Industrial Land Ijora Industrial Estate, Apapa",1500000000.0,,,,Ijora Apapa,0,0,0,0,0,0,0,0,0,0,0,0,Other
Fully Furnished 3 Bedroom Semi Detached Duplex,20000000.0,3.0,3.0,4.0,Gra Gbagada Phase 1 Gbagada,0,0,1,0,0,0,1,0,0,0,0,0,Duplex
4units Of Newly Built Standard Excutive Mini Flat,2000000.0,1.0,1.0,2.0,Off Pedro Road Palmgrove Shomolu,0,0,1,0,0,1,0,0,0,0,0,0,Apartment
Spacious Studio Apartment,1500000.0,,,,Oyadiran Estate Sabo Yaba,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Standard Nice Relatively New And Very Decent *miniflat,1800000.0,1.0,1.0,2.0,Off Abiodun Street Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive,decent,standard N Nice Portable Miniflat",1500000.0,1.0,1.0,2.0,Off Market Street Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Roomself Contain,1000000.0,,,,Off Morocco Road Shomolu,0,0,0,0,0,1,0,1,0,0,0,0,Other
"Newly Built Executive Spacious 2 Bedroom Duplex,self",7000000.0,2.0,2.0,3.0,Off Diya Road Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Duplex
Standard And Spacious 2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Bajulaye Compound Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive, Very Decent, Standard And Nice (2) Bedrooms",3000000.0,2.0,2.0,3.0,Off Pedro Road Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,120000000.0,3.0,3.0,4.0,Behind Capital Hub Mabushi,0,0,1,0,0,1,0,0,1,0,1,0,Apartment
"Newly Built, Spacious And Standard Miniflat",1300000.0,1.0,1.0,2.0,Ilasa Mushin,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Very Decent And Spacious Mini Flat With 2tb Pop,2000000.0,1.0,2.0,2.0,Morocco Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built And Spacious Mini Flat,2000000.0,1.0,1.0,2.0,Off Market Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Renovated, Spacious Mini Flat On The Upper Floor",1800000.0,1.0,1.0,2.0,Ogudu Road Ogudu,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
Relatively New 3 Bedroom Flat Upstairs,3500000.0,3.0,3.0,4.0,Ogudu Orike Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive,decent,standard And Nice Newly Built Miniflat",2000000.0,1.0,2.0,2.0,Off Pedro Road Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Newly Built, Spacious And Standard Miniflat",2000000.0,1.0,1.0,2.0,Off Shyllon Ilupeju,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Mini Flat,2500000.0,1.0,1.0,1.0,Off Epe Close Oregun Ikeja,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,2.0,2.0,Off Shipeolu Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
A Very Sharp 2 Bedroom Flat,2500000.0,2.0,2.0,3.0,Obawole Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Units Of 2 Bedroom Flats And 1 Unit Of 3 Bedroom,10500000.0,,,,Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Terraced Duplex,15000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,1,0,0,1,0,1,1,0,1,1,Duplex
Spacious Mini Up Flat With 2t1b All Tilled Pop,2700000.0,2.0,2.0,2.0,"Bakare Dawodu, Deeper Life Chirch Gbagada",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Newly Built Spacious And Very Decent Miniflat, 2t2b",2000000.0,1.0,2.0,2.0,Off Apata Road Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Spacious 5 Bedroom Semi Detached Duplex,15000000.0,5.0,4.0,5.0,Phase 2 Gra Gbagada Phase 2 Gbagada,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
"Well Maintained,spacious 4 Bed Semi Detached Duplex",16000000.0,4.0,4.0,5.0,Medina Estate Medina Gbagada,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
"5 Bdr 2 Story Duplex + Masters Quarters,bq",25000000.0,5.0,5.0,6.0,Agingi District Chevron Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
Decent 2 Units 6 Bedrooms Semi Detached Duplex,12000000.0,6.0,6.0,7.0,Anthony Village Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Executive Two Bedrooms Apartment,6500000.0,2.0,2.0,3.0,Off Morocco Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Lovely 3bedroom Flat With Pop Finished All Room Ensuite,5000000.0,3.0,3.0,4.0,"Budland Street, Ogudu Grammar School Ogudu",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
No’s Of Spacious Newly Built Mini Up N Down Flat,3500000.0,1.0,1.0,2.0,Ogunjirin Street Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
3 Bedroom Waterfront Duplex,40000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,0,0,1,0,1,1,0,0,0,0,Duplex
Newly Built N Portable 2 Bedroom Up N Ground,40000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
"Spacious Mini Flat With Two Toilets, Kitchen Cabinet",2000000.0,1.0,1.0,2.0,Akoka Yaba,0,0,1,0,0,0,0,1,0,0,0,0,Apartment
Newly Built Units Of *miniflat,2000000.0,1.0,1.0,2.0,Onipanu Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Relatively New And Well Maintained 3 Bedroom,9000000.0,3.0,3.0,4.0,Millennium Estate Millenuim/Ups Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Other
Spacious 2 Bedroom Flat For Rent,2500000.0,2.0,2.0,3.0,Harmony Estate Obawole Via Ogba Ikeja,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Furnished 3 Bedroom Apartment,7500000.0,3.0,3.0,4.0,Obanikoro Shomolu,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
2 Bedroom Apartment,3500000.0,2.0,2.0,3.0,Ilupeju Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,2000000.0,1.0,1.0,2.0,P E Estate Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Executive Luxury Standard Spacious Miniflat,1500000.0,1.0,1.0,2.0,Oguntolu Road Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Decent Mini Ground Flat 2t 1b All Tiled With Pop,3500000.0,1.0,1.0,2.0,Josodat Estate Soluyi Gbagada,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
Fully Serviced N Decent 4 Bedroom Terraced Duplex,10000000.0,4.0,4.0,5.0,In An Estate Gbagada,0,0,1,0,0,0,0,1,0,0,0,0,Duplex
3 Bedroom Terrace Duplex,8000000.0,3.0,3.0,3.0,Ikota Lekki Phase 2 Lekki,0,0,0,0,0,0,1,0,0,0,0,0,Duplex
Furnished 3 Bedroom Apartment,7500000.0,3.0,3.0,4.0,Obanikoro Shomolu,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Spacious Mini Up Flat With 2t1b All Tilled Pop,2700000.0,2.0,2.0,2.0,"Bakare Dawodu, Deeper Life Chirch Gbagada",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Spacious 5 Bedroom Semi Detached Duplex,15000000.0,5.0,4.0,5.0,Phase 2 Gra Gbagada Phase 2 Gbagada,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
"Newly Built Spacious And Very Decent Miniflat, 2t2b",2000000.0,1.0,2.0,2.0,Off Apata Road Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"5 Bdr 2 Story Duplex + Masters Quarters,bq",25000000.0,5.0,5.0,6.0,Agingi District Chevron Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
"Well Maintained,spacious 4 Bed Semi Detached Duplex",16000000.0,4.0,4.0,5.0,Medina Estate Medina Gbagada,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
Newly Built N Portable 2 Bedroom Up N Ground,40000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
Executive Two Bedrooms Apartment,6500000.0,2.0,2.0,3.0,Off Morocco Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
No’s Of Spacious Newly Built Mini Up N Down Flat,3500000.0,1.0,1.0,2.0,Ogunjirin Street Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
2 Bedroom Apartment,150000.0,2.0,2.0,3.0,Opebi Ikeja,1,0,1,0,0,0,0,0,1,0,1,1,Apartment
Decent 2 Units 6 Bedrooms Semi Detached Duplex,12000000.0,6.0,6.0,7.0,Anthony Village Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
"Spacious Mini Flat With Two Toilets, Kitchen Cabinet",2000000.0,1.0,1.0,2.0,Akoka Yaba,0,0,1,0,0,0,0,1,0,0,0,0,Apartment
2 Bedroom Apartment,3500000.0,2.0,2.0,3.0,Ilupeju Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,2000000.0,1.0,1.0,2.0,P E Estate Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Executive Luxury Standard Spacious Miniflat,1500000.0,1.0,1.0,2.0,Oguntolu Road Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Decent Mini Ground Flat 2t 1b All Tiled With Pop,3500000.0,1.0,1.0,2.0,Josodat Estate Soluyi Gbagada,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
Fully Serviced N Decent 4 Bedroom Terraced Duplex,10000000.0,4.0,4.0,5.0,In An Estate Gbagada,0,0,1,0,0,0,0,1,0,0,0,0,Duplex
A Newly Refurbished 3 Units Of Mini Up Flat At,1800000.0,1.0,1.0,2.0,"12,Adenekan Street Bariga",0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Newly Built 2 No’s Of Spacious Mini Ground Flat,2000000.0,1.0,1.0,1.0,Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
A Newly Refurbished Mini Flat Basement,1500000.0,1.0,1.0,2.0,Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Executive,standard,nice Newly Built Mini Flat Apartment",1800000.0,1.0,2.0,2.0,Off Shipeolu Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Commercial 5 Bedroom Fully Detached Duplex + 3bq,90000000.0,,,6.0,Victoria Island,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Renovated Spacious 3bedrom Ground Flat,5000000.0,3.0,3.0,3.0,Jonsland Axis Ifako Gbagada Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
A Very Spacious And Decent 3 Bedroom Grand Flat,4000000.0,3.0,3.0,4.0,Soluyi Gbagada,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
A Well Finished Brand New Mini Flat,2300000.0,1.0,1.0,2.0,Acme Road Ikeja,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Newly Built, And Very Spacious Studio Apartment",1000000.0,,,,Off Pedro Road Shomolu,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Newly Built Mini Flat In A Close At Sholuyi Community,1800000.0,1.0,1.0,2.0,Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Decent 3bedroom Flat In An Estate,4000000.0,3.0,3.0,4.0,Adekoya Estate Off College Road Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Newly Built And Lovely Miniflat, Upstairs",2500000.0,1.0,1.0,2.0,"Olabiran Street, Off Pedro Road Shomolu",0,0,1,0,0,1,0,0,0,0,0,0,Apartment
Furnished 2 Bedroom Apartment,6000000.0,2.0,2.0,3.0,"Canoe, Ajao Estate Ikeja",0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Newly Built And Fully Furnished 4 Bedrooms Terrace,22000000.0,4.0,4.0,5.0,Star Dust Estate Gbagada,0,0,0,1,0,1,1,0,0,0,0,0,Terrace
Luxury 2 Bedroom Apartment With Elevator,220000000.0,2.0,2.0,3.0,"Spar Road, Ikate Lekki",1,0,1,0,0,1,0,1,1,0,1,0,Apartment
Super Big And Clean Miniflat,1500000.0,1.0,1.0,2.0,"Behind Gt Bank, Apapa Road Yaba",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Standard And Executive Mini Flat Apartment,3500000.0,1.0,1.0,2.0,Off Morocco Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Decent And Portable 2brm Flat Bq,3000000.0,2.0,2.0,2.0,Phase 2 Estate Gbagada Phase 2 Gbagada,0,0,0,1,0,0,0,0,0,0,0,0,Apartment
Room Self Contained,1000000.0,,,,Mafowoku Street Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Furnished Mini Flat Upstairs,3000000.0,1.0,1.0,2.0,"Tapa Street, Off Abeokuta Street Ebute Metta Yaba",0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Newly Built Spacious Room Self Contained,1300000.0,,,,Sawmil Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
Newly Built Spacious Room Self Contained,1400000.0,,,,Sawmil Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
2bedroom Flat At Abule Ijesha,3000000.0,2.0,2.0,3.0,Abule Ijesha Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Newly Built, And Very Spacious Studio Apartment",1000000.0,,,,Off Pedro Road Shomolu,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Units Newly Built N Portable 2 Bedroom Up N Ground,4000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
Room Contained Apartment,1100000.0,,,,Abule Ijesha Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 4 Four Bedroom Fully Detached House,50000000.0,4.0,4.0,5.0,Lekki 1 Lekki Lekki Phase 1 Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Detached
Furnished 2 Bedroom Apartment,6000000.0,2.0,2.0,3.0,"Canoe, Ajao Estate Ikeja",0,0,0,0,0,0,1,0,0,0,0,0,Apartment
"Newly Built And Lovely Miniflat, Upstairs",2500000.0,1.0,1.0,2.0,"Olabiran Street, Off Pedro Road Shomolu",0,0,1,0,0,1,0,0,0,0,0,0,Apartment
Decent 3bedroom Flat In An Estate,4000000.0,3.0,3.0,4.0,Adekoya Estate Off College Road Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat In A Close At Sholuyi Community,1800000.0,1.0,1.0,2.0,Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Furnished Mini Flat Upstairs,3000000.0,1.0,1.0,2.0,"Tapa Street, Off Abeokuta Street Ebute Metta Yaba",0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Decent And Portable 2brm Flat Bq,3000000.0,2.0,2.0,2.0,Phase 2 Estate Gbagada Phase 2 Gbagada,0,0,0,1,0,0,0,0,0,0,0,0,Apartment
Standard And Executive Mini Flat Apartment,3500000.0,1.0,1.0,2.0,Off Morocco Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Newly Built Spacious Room Self Contained,1300000.0,,,,Sawmil Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
Room Self Contained,1000000.0,,,,Mafowoku Street Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Offplan 3 Bedroom Apartment With Payment Plan,240000000.0,,,,Allen Avenue Ikeja,0,0,0,1,0,0,0,0,0,0,0,0,Apartment
Newly Built And Fully Furnished 4 Bedrooms Terrace,22000000.0,4.0,4.0,5.0,Star Dust Estate Gbagada,0,0,0,1,0,1,1,0,0,0,0,0,Terrace
Super Big And Clean Miniflat,1500000.0,1.0,1.0,2.0,"Behind Gt Bank, Apapa Road Yaba",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Spacious Room Self Contained,1400000.0,,,,Sawmil Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
2bedroom Flat At Abule Ijesha,3000000.0,2.0,2.0,3.0,Abule Ijesha Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Newly Built, And Very Spacious Studio Apartment",1000000.0,,,,Off Pedro Road Shomolu,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Units Newly Built N Portable 2 Bedroom Up N Ground,4000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,1,0,0,1,0,0,0,0,0,0,Other
Room Contained Apartment,1100000.0,,,,Abule Ijesha Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"Executive,decent,standard N Nice Newly Built Mini Flat",2000000.0,1.0,1.0,2.0,Off Shipeolu Street Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Nicely Built,standard 4bedroom Duplex Plus Bq",10000000.0,4.0,4.0,5.0,Oregun Ikeja,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Spacious 3 Bedroom Up N Ground Flats,5000000.0,3.0,3.0,4.0,"Twins Obasa Street, Medina Estate Road Medina Gbagada",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Units Of *miniflat,2000000.0,1.0,1.0,2.0,Onipanu Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
1 Bedroom Flat,3000000.0,,1.0,1.0,Lekki Phase 1 Lekki,0,0,1,0,0,0,0,0,1,0,1,0,Apartment
No’s Of Decent Mini Flat All Room En Suite,3000000.0,1.0,1.0,2.0,"Odubanjo Estate, Pedro Gbagada",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
A Standard Newly Built Self Contained Apartment,1500000.0,1.0,1.0,1.0,Off Randle Avenue Surulere,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Newly Built N Neatly Finished 2 Bedroom Up,5000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Other
Executive Standard Spacious Nice N Decent Miniflat,2300000.0,1.0,1.0,2.0,Off Onipanu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contained,1100000.0,,,,"Off Pedro Road, Ladilak Shomolu",0,0,0,0,0,1,0,1,0,0,0,0,Other
A Luxurious Two Bedroom Ground Floor Apartmen,4000000.0,2.0,2.0,3.0,Agboyi Road Alapere Kosofe/Ikosi,0,0,1,0,0,0,0,0,0,0,0,0,Other
Newly Build Spacious Room Self Contain Down Flat,1500000.0,,,,Pedro Road Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
A Renovated Standard Miniflat On Ground Floor,1800000.0,1.0,1.0,2.0,Off Ogudu Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
A *spacious Miniflat Apartment*,3500000.0,1.0,1.0,2.0,Hughes Avenue Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
5 Bedroom Fully Detached Duplex,420000000.0,,,,Toll Gate Chevron Lekki,1,0,0,0,0,0,0,0,0,0,0,0,Duplex
Newly Built Mini Flat,2500000.0,1.0,1.0,2.0,Moleye Street Alagomeji Yaba,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Neatly Used, Spacious And Standard Miniflat",1700000.0,1.0,1.0,2.0,Ilupeju Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Spacious 3 Bedroom Flat Apartment,3000000.0,3.0,3.0,4.0,Community Road Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Spacious 2 Bedroom Apartment,4000000.0,2.0,2.0,3.0,Off College Road Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Serviced 1 Bedroom Apartment,2000000.0,1.0,1.0,2.0,Lawanson Surulere,0,0,0,0,0,1,0,1,0,0,0,0,Apartment
Newly Built Luxury 2 Bedroom All Room En Suite,3700000.0,2.0,2.0,3.0,Berger Ojodu,0,0,0,0,0,1,0,0,0,0,0,0,Other
A Solid Dry Land In Highly Developed Area,230000000.0,,,,Soluyi Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Other
"Portable, Spacious Miniflat Featuring",1500000.0,1.0,1.0,2.0,Off Nnpc Ogudu Road Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Self Compound*,2500000.0,3.0,2.0,3.0,Olaniyi Abule Egba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Ilupeju,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Spacious Tastefully Finished 3 Bedroom All Ensuite,5000000.0,3.0,3.0,4.0,Off Mabo Street Surulere,0,0,1,0,0,0,0,0,0,0,0,0,Other
1 Bedroom Apartment,5000000.0,1.0,1.0,1.0,Dr Adewale Oshin Lekki Phase 1 Lekki,0,1,0,0,0,0,1,0,0,0,0,0,Apartment
Spacious Tastefully Finished 3 Bedroom All Ensuite,5000000.0,3.0,3.0,4.0,Off Mabo Street Surulere,0,0,1,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Ilupeju,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
"Portable, Spacious Miniflat Featuring",1500000.0,1.0,1.0,2.0,Off Nnpc Ogudu Road Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
A Solid Dry Land In Highly Developed Area,230000000.0,,,,Soluyi Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Other
3 Bedroom Self Compound*,2500000.0,3.0,2.0,3.0,Olaniyi Abule Egba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Spacious 2bedrm Upflat,4500000.0,2.0,2.0,3.0,Aran Orin Street Ifako Gbagada Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Spacious 3 Bedroom Ground Flat,3500000.0,3.0,3.0,4.0,Off Powerline Soluyi Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
A Very Sharp 2 Bedroom Flat,2700000.0,2.0,2.0,3.0,Obawole Ogba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
An Executive Two Bedroom Apartment,4000000.0,2.0,2.0,3.0,Agboyi Estate Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Apartment,220000000.0,,,,Lekki Phase 1 Lekki,0,0,0,0,1,0,0,0,0,0,0,0,Apartment
Decent 4 Bedroom Detached Duplex All Rooms Ensuite,15000000.0,4.0,4.0,5.0,"Pg, Glory Estate Ifako Gbagada Gbagada",0,0,1,1,0,0,0,0,0,0,0,0,Duplex
Spacious Mini Up Flat Available With 2t1b,2500000.0,1.0,1.0,2.0,Sawmil Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
6,3000000.0,1.0,1.0,2.0,Ogba Ikeja,0,0,1,0,0,0,0,0,0,0,0,0,Other
Newly Built 3 Bedroom Apartment,7000000.0,3.0,3.0,4.0,Obanikoro Estate Shomolu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Newly Built Executive Spacious 2 Bedroom Price,5000000.0,2.0,2.0,3.0,Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Other
"A Neatly Used And Standard 1bedroom Flat,",1700000.0,1.0,1.0,1.0,Off Pedro Rod Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
3 Bedroom Flat,4000000.0,3.0,3.0,4.0,Off Ajibola Crescent Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Standard And Excellent 4 Bedroom Duplex,10000000.0,4.0,4.0,5.0,Off Oregun Road Oregun Ikeja,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
"A Neatly Used And Standard Roomself Con, Upstairs",1200000.0,,,,Off Pedro Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Other
Decent Ensuite 2 Bedroom Apartment,2500000.0,2.0,2.0,3.0,Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Standard Roomslf Contain,2000000.0,,,,Off Morocco Road Shomolu,0,0,0,0,0,0,0,1,0,0,0,0,Other
3 Bedroom Waterfront Duplex,40000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,1,0,0,0,1,0,1,1,0,0,0,0,Duplex
This Is A Relatively New Mini Fla,1600000.0,1.0,1.0,2.0,Off Estate Road Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Other
"Open Space Warehouse,groundfloor With Personal Toilets",8000000.0,,,,Ojuelegba Road Ojuelegba Surulere,0,0,0,0,0,0,0,0,0,0,0,0,Other
